"Rank","Player","REC","TGT","REC PCT","YDS","Y/R","TD","TGT PCT","ATT","YDS","TD","PCT","FL","G","FPTS","FPTS/G","ROST %"
"35","Noah Gray (KC)","3","4","75.0%","28","9.3","1","10.3%","1","1","1","33.3%","0","17","17.9","1.1","0.8%"
"36","Chigoziem Okonkwo (TEN)","3","6","50.0%","28","9.3","2","33.3%","0","0","0","0%","0","16","17.8","1.1","15.2%"
"37","Jake Ferguson (DAL)","3","3","100.0%","15","5.0","2","14.3%","0","0","0","0.0%","0","11","16.5","1.5","91.4%"
"38","Mo Alie-Cox (IND)","2","4","50.0%","21","10.5","2","36.4%","0","0","0","0%","0","14","16.1","1.2","0.1%"
"39","Kyle Pitts (ATL)","3","5","60.0%","9","3.0","2","35.7%","0","0","0","0%","0","10","15.9","1.6","95.4%"
"40","Robert Tonyan (MIN)","6","9","66.7%","37","6.2","1","75.0%","0","0","0","0%","0","17","15.7","0.9","0.0%"
"41","Jody Fortson Jr. (MIA)","2","5","40.0%","11","5.5","2","12.8%","0","0","0","0.0%","0","10","15.1","1.5","0.0%"
"42","Durham Smythe (MIA)","2","3","66.7%","9","4.5","1","20.0%","2","1","1","100.0%","0","13","15.0","1.2","0.2%"
"43","Teagan Quitoriano (HOU)","2","5","40.0%","10","5.0","2","26.3%","0","0","0","0%","0","7","15.0","2.1","0.0%"
"44","Foster Moreau (NO)","2","6","33.3%","9","4.5","2","42.9%","0","0","0","0%","0","14","14.9","1.1","0.1%"
"45","Logan Thomas (FA)","5","8","62.5%","35","7.0","1","66.7%","0","0","0","0%","0","13","14.5","1.1","0.6%"
"46","Marcedes Lewis (CHI)","2","2","100.0%","3","1.5","2","16.7%","0","0","0","0%","0","6","14.3","2.4","0.1%"
"47","Darren Waller (FA)","4","8","50.0%","28","7.0","1","57.1%","0","0","0","0%","0","9","12.8","1.4","3.4%"
"48","Harrison Bryant (LV)","3","8","37.5%","14","4.7","1","27.6%","0","0","0","0%","0","14","10.4","0.7","0.0%"
"49","Colby Parkinson (LAR)","2","6","33.3%","19","9.5","1","27.3%","0","0","0","0%","0","14","9.9","0.7","2.5%"
"50","Johnny Mundt (MIN)","2","3","66.7%","18","9.0","1","10.0%","0","0","0","0%","0","13","9.8","0.8","2.8%"
"51","Geoff Swaim (FA)","3","5","60.0%","7","2.3","1","27.8%","0","0","0","0%","0","12","9.7","0.8","0.0%"
"52","Mitchell Wilcox (NE)","2","2","100.0%","15","7.5","1","18.2%","0","0","0","0%","0","9","9.5","1.1","0.0%"
"53","Connor Heyward (PIT)","1","1","100.0%","17","17.0","1","6.7%","0","0","0","0%","0","15","8.7","0.6","0.2%"
"54","Blake Bell (FA)","1","1","100.0%","17","17.0","1","2.6%","0","0","0","0.0%","0","2","8.7","4.4","0.0%"
"55","John Bates (WAS)","1","3","33.3%","16","16.0","1","25.0%","0","0","0","0%","0","10","8.6","0.9","0.0%"
"56","O.J. Howard (FA)","1","3","33.3%","16","16.0","1","15.8%","0","0","0","0%","0","11","8.6","0.8","0.0%"
"57","Chris Myarick (JAC)","2","2","100.0%","5","2.5","1","25.0%","0","0","0","0.0%","0","10","8.5","0.9","0.0%"
"58","Greg Dulcich (DEN)","1","2","50.0%","11","11.0","1","20.0%","0","0","0","0%","0","10","8.1","0.8","1.5%"
"59","Tyler Mabry (SEA)","1","1","100.0%","7","7.0","1","4.5%","0","0","0","0%","0","1","7.7","7.7","0.0%"
"60","Ko Kieft (TB)","1","1","100.0%","5","5.0","1","4.8%","0","0","0","0%","0","14","7.5","0.5","0.0%"
"61","Trey McBride (ARI)","1","1","100.0%","4","4.0","1","6.3%","0","0","0","0%","0","12","7.4","0.6","98.1%"
"62","Quintin Morris (BUF)","2","2","100.0%","14","7.0","1","16.7%","0","0","0","0%","1","9","7.4","0.8","0.0%"
"63","Donald Parham Jr. (LAC)","1","2","50.0%","3","3.0","1","8.7%","0","0","0","0%","0","6","7.3","1.2","0.6%"
"64","James Mitchell (DET)","1","1","100.0%","3","3.0","1","10.0%","0","0","0","0%","0","8","7.3","0.9","0.1%"
"65","Eric Tomlinson (IND)","1","3","33.3%","3","3.0","1","30.0%","0","0","0","0%","0","9","7.3","0.8","0.0%"
"66","C.J. Uzomah (FA)","1","1","100.0%","1","1.0","1","14.3%","0","0","0","0.0%","0","14","7.1","0.5","0.1%"
"67","Jonnu Smith (MIA)","3","4","75.0%","14","4.7","0","36.4%","1","5","0","100.0%","0","12","4.9","0.4","4.7%"
"68","Albert Okwuegbunam Jr. (PHI)","2","2","100.0%","19","9.5","0","20.0%","0","0","0","0%","0","6","3.9","0.7","0.1%"
"69","Adam Trautman (DEN)","2","3","66.7%","19","9.5","0","17.6%","0","0","0","0.0%","0","13","3.9","0.3","0.1%"
"70","Ian Thomas (CAR)","2","2","100.0%","9","4.5","0","22.2%","0","0","0","0%","0","14","2.9","0.2","0.0%"
"71","Kylen Granson (IND)","2","3","66.7%","3","1.5","0","27.3%","0","0","0","0%","0","13","2.3","0.2","0.1%"
"72","Hunter Henry (NE)","1","7","14.3%","13","13.0","0","63.6%","0","0","0","0.0%","0","16","2.3","0.1","20.3%"
"73","Brycen Hopkins (FA)","1","1","100.0%","11","11.0","0","6.3%","0","0","0","0%","0","7","2.1","0.3","0.0%"
"74","Josiah Deguara (JAC)","1","1","100.0%","9","9.0","0","8.3%","0","0","0","0%","0","9","1.9","0.2","0.0%"
"75","Cameron Brate (FA)","1","4","25.0%","8","8.0","0","19.0%","0","0","0","0%","0","9","1.8","0.2","2.0%"
"76","Dan Arnold (FA)","1","2","50.0%","8","8.0","0","16.7%","0","0","0","0.0%","0","11","1.8","0.2","0.0%"
"77","Eric Saubert (SF)","1","3","33.3%","7","7.0","0","30.0%","0","0","0","0%","0","14","1.7","0.1","0.0%"
"78","Parker Hesse (DET)","1","2","50.0%","5","5.0","0","14.3%","0","0","0","0%","0","12","1.5","0.1","0.0%"
"79","Pharaoh Brown (SEA)","1","2","50.0%","5","5.0","0","6.9%","0","0","0","0%","0","9","1.5","0.2","0.1%"
"80","Tre' McKitty (BUF)","1","3","33.3%","3","3.0","0","13.0%","0","0","0","0%","0","13","1.3","0.1","0.0%"
"81","Trevon Wesco (FA)","1","2","50.0%","3","3.0","0","14.3%","0","0","0","0%","0","6","1.3","0.2","0.0%"
"82","Chris Manhertz (NYG)","1","1","100.0%","3","3.0","0","8.3%","0","0","0","0.0%","0","8","1.3","0.2","0.0%"
"83","Ben Ellefson (FA)","1","1","100.0%","2","2.0","0","3.3%","0","0","0","0%","0","2","1.2","0.6","0.0%"
"84","Zach Gentry (LV)","1","2","50.0%","2","2.0","0","13.3%","0","0","0","0%","0","14","1.2","0.1","0.0%"
"85","Ryan Griffin (FA)","1","2","50.0%","2","2.0","0","14.3%","0","0","0","0%","0","10","1.2","0.1","0.0%"
"86","Drew Sample (CIN)","1","1","100.0%","2","2.0","0","9.1%","0","0","0","0%","0","2","1.2","0.6","0.1%"
"87","Grant Calcaterra (PHI)","1","2","50.0%","-2","-2.0","0","18.2%","0","0","0","0%","0","6","0.8","0.1","0.1%"
"88","Anthony Firkser (NYJ)","0","1","0.0%","0","0","0","7.1%","0","0","0","0%","0","8","0.0","0.0","0.0%"
"89","Kyle Rudolph (FA)","0","1","0.0%","0","0","0","4.8%","0","0","0","0%","0","5","0.0","0.0","0.0%"
"90","Richard Rodgers (FA)","0","2","0.0%","0","0","0","8.7%","0","0","0","0%","0","3","0.0","0.0","0.0%"
"91","Cole Turner (WAS)","0","1","0.0%","0","0","0","8.3%","0","0","0","0%","0","7","0.0","0.0","0.0%"
"92","Brevin Jordan (HOU)","0","2","0.0%","0","0","0","10.5%","0","0","0","0%","0","9","0.0","0.0","0.1%"
"93","Ross Dwelley (ATL)","0","0","0%","0","0","0","0.0%","0","0","0","0%","0","5","0.0","0.0","0.0%"
"94","Jack Stoll (NYG)","0","1","0.0%","0","0","0","9.1%","0","0","0","0%","0","10","0.0","0.0","0.0%"
"95","James Winchester (KC)","0","0","0%","0","0","0","0.0%","0","0","0","0.0%","0","3","0.0","0.0","0.0%"
"96","Stephen Sullivan (FA)","0","0","0%","0","0","0","0.0%","0","0","0","0%","0","8","0.0","0.0","0.0%"
""
""
