"Player","Tm","year","rush_Age","rush_Pos","rush_G","rush_GS","rush_Att","rush_Yds","rush_TD","rush_1D","rush_YBC","rush_YBC/Att","rush_YAC","rush_YAC/Att","rush_BrkTkl","rush_Att/Br","rec_Tgt","rec_Rec","rec_Yds","rec_TD","rec_1D","rec_YBC","rec_YBC/R","rec_YAC","rec_YAC/R","rec_ADOT","rec_BrkTkl","rec_Rec/Br","rec_Drop","rec_Drop%","rec_Int","rec_Rat","rz_ATT","rz_YDS_rush","rz_Y/A","rz_TD_rush","rz_PCT","rz_REC","rz_TGT","rz_REC PCT","rz_YDS_rec","rz_Y/R","rz_TD_rec","rz_TGT PCT","rz_TD_total","rz_YDS_total","ADP","PPR_PTS","rank_total_ppr_points","rank_adp","breakout_score"
Kenneth WalkerI,SEA,2022,22,RB,15,11,228,1050,9,51,623,2.7,427,2,12,19,35,27,165,0,6,-56,-2.1,221,8.2,-2.1,3,9.0,2,6,1,74.1,43,148,3.4,7,"81.1%",1,1,"100.0%",4,4.0,0,"16.7%",7,152,116.0,202.5,18,37,19
Eno Benjamin,"3TM",2022,23,RB,15,3,77,313,2,14,160,2.1,153,2,7,11,34,25,193,0,10,-41,-1.6,234,9.4,-1.2,3,8.3,3,9,0,87.0,14,65,4.6,2,"21.9%",4,5,"80.0%",27,6.8,0,"26.3%",2,92,225.0,89.6,49,66,17
Jeff Wilson,"2TM",2022,27,RB,16,7,176,860,5,43,582,3.3,278,2,9,19,37,22,185,1,7,49,2.2,136,6.2,2.6,0,,3,8,1,70.2,27,88,3.3,4,"52.9%",4,5,"80.0%",33,8.3,1,"31.3%",5,121,167.0,158.5,30,48,18
Dontrell Hilliard,TEN,2022,27,RB,12,1,22,145,0,4,109,5.0,36,2,0,,26,21,177,4,8,26,1.2,151,7.2,1.5,0,,3,12,0,134.6,0,0,0.0,0,"0.0%",5,7,"71.4%",46,9.2,3,"50.0%",3,46,226.0,77.2,58,67,9
Jamycal Hasty,JAX,2022,26,RB,17,0,46,194,2,7,145,3.2,49,1,5,9,26,20,126,1,7,-3,-0.2,129,6.5,-1.1,4,5.0,3,12,0,99.2,8,15,1.9,1,"16.0%",1,1,"100.0%",9,9.0,0,"14.3%",1,24,999.0,70.0,61,81,20
Dare Ogunbowale,HOU,2022,28,RB,17,4,42,123,1,10,87,2.1,36,1,0,,26,20,104,0,5,-20,-1.0,124,6.2,-0.4,2,10.0,0,0,1,66.8,7,25,3.6,1,"10.9%",0,2,"0.0%",0,0.0,0,"10.5%",1,25,999.0,48.7,72,82,10
Miles Sanders,PHI,2022,25,RB,17,15,259,1269,11,62,837,3.2,432,2,13,19,26,20,78,0,2,-19,-1.0,97,4.9,0.9,2,10.0,2,8,0,78.7,44,134,3.0,10,"64.7%",0,0,"0%",0,0.0,0,"0.0%",10,134,84.5,216.7,15,30,15
Kenyan Drake,BAL,2022,28,RB,12,5,109,482,4,21,355,3.3,127,1,0,,26,17,89,1,7,-36,-2.1,125,7.4,-0.5,2,8.5,4,15,1,67.6,15,28,1.9,2,"28.8%",4,5,"80.0%",30,7.5,1,"62.5%",3,58,221.3,104.1,45,65,20
Tyler Allgeier,ATL,2022,22,RB,16,7,210,1035,3,53,609,2.9,426,2,5,42,17,16,139,1,8,-25,-1.6,164,10.3,-1.6,1,16.0,0,0,0,120.3,33,116,3.5,3,"39.8%",0,0,"0%",0,0.0,0,"0.0%",3,116,186.3,159.4,29,53,24
Joshua Kelley,LAC,2022,25,RB,13,1,69,287,2,16,165,2.4,122,2,4,17,25,14,101,0,4,13,0.9,88,6.3,1.9,0,,5,20,0,65.6,13,24,1.8,2,"19.7%",1,1,"100.0%",8,8.0,0,"3.6%",2,32,244.0,64.8,62,71,9
Zonovan Knight,NYJ,2022,21,RB,7,4,85,300,1,14,214,2.5,86,1,2,42,14,13,100,0,5,-32,-2.5,132,10.2,-2.1,3,4.3,0,0,0,96.4,9,25,2.8,1,"14.1%",2,2,"100.0%",9,4.5,0,"11.8%",1,34,999.0,59.0,66,84,18
Isiah Pacheco,KAN,2022,23,RB,17,11,170,830,5,37,537,3.2,293,2,4,42,14,13,130,0,7,-27,-2.1,157,12.1,-0.6,1,13.0,0,0,0,105.4,30,84,2.8,4,"47.6%",1,1,"100.0%",9,9.0,0,"4.5%",4,93,178.0,135.0,37,50,13
Justin Jackson,DET,2022,26,RB,16,0,42,170,1,8,90,2.1,80,2,3,14,19,12,101,1,7,-9,-0.8,110,9.2,1.0,1,12.0,3,16,0,94.4,5,27,5.4,1,"6.1%",3,4,"75.0%",19,6.3,1,"20.0%",2,46,999.0,51.1,70,87,17
Ty Johnson,NYJ,2022,25,RB,17,1,30,160,1,5,72,2.4,88,3,7,4,24,12,88,0,3,15,1.3,73,6.1,2.0,1,12.0,1,4,1,41.7,2,0,0.0,0,"3.1%",0,0,"0%",0,0.0,0,"0.0%",0,0,999.0,42.8,79,88,9
Jamaal Williams,DET,2022,27,RB,17,9,262,1066,17,65,626,2.4,440,2,13,20,16,12,73,0,4,8,0.7,65,5.4,1.8,2,6.0,3,19,0,83.6,53,104,2.0,14,"64.6%",2,2,"100.0%",5,2.5,0,"10.0%",14,109,170.0,225.9,13,49,36
Zack Moss,"2TM",2022,25,RB,13,3,93,456,1,18,263,2.8,193,2,8,11,13,11,39,0,2,-3,-0.3,42,3.8,-0.4,2,5.5,1,8,0,79.2,10,12,1.2,0,"17.2%",0,0,"0%",0,0.0,0,"0.0%",0,12,256.5,64.5,63,74,11
Raheem Blackshear,CAR,2022,23,RB,13,1,23,77,3,7,38,1.7,39,2,1,23,12,10,93,0,3,-12,-1.2,105,10.5,-1.8,1,10.0,1,8,1,64.2,5,19,3.8,3,"9.4%",1,1,"100.0%",0,0.0,0,"33.3%",3,19,999.0,43.0,78,89,11
Khalil Herbert,CHI,2022,24,RB,13,1,129,731,4,26,404,3.1,327,2,9,14,12,9,57,1,2,-24,-2.7,81,9.0,-2.4,0,,1,8,0,112.2,19,66,3.5,4,"32.2%",1,2,"50.0%",-2,-2.0,0,"40.0%",4,64,181.3,117.8,41,52,11
Malik Davis,DAL,2022,24,RB,12,0,38,161,1,6,119,3.1,42,1,2,19,7,6,63,0,5,-2,-0.3,65,10.8,-1.0,1,6.0,0,0,0,104.2,3,16,5.3,0,"4.6%",2,2,"100.0%",15,7.5,0,"15.4%",0,31,999.0,34.4,83,95,12
Gary Brightwell,NYG,2022,23,RB,17,0,31,141,1,9,82,2.6,59,2,1,31,8,5,39,0,4,4,0.8,35,7.0,0.9,1,5.0,0,0,0,74.5,4,7,1.8,1,"7.8%",2,2,"100.0%",18,9.0,0,"50.0%",1,25,999.0,29.0,87,99,12
D'Onta Foreman,CAR,2022,26,RB,17,9,203,914,5,45,505,2.5,409,2,10,20,9,5,26,0,1,-1,-0.2,27,5.4,-0.3,2,2.5,0,0,1,21.3,35,112,3.2,5,"66.0%",1,1,"100.0%",-4,-4.0,0,"33.3%",5,108,219.0,131.0,38,64,26
Tevin Coleman,SFO,2022,29,RB,5,0,12,26,1,2,13,1.1,13,1,0,,3,3,44,1,2,24,8.0,20,6.7,8.0,0,,0,0,0,158.3,4,3,0.8,1,"6.6%",1,1,"100.0%",9,9.0,1,"6.3%",2,12,999.0,22.0,94,106,12
Caleb Huntley,ATL,2022,24,RB,12,0,76,366,1,18,219,2.9,147,2,0,,2,2,3,0,0,-6,-3.0,9,4.5,-3.0,0,,0,0,0,79.2,20,91,4.6,1,"24.1%",0,0,"0%",0,0.0,0,"0.0%",1,91,999.0,44.9,75,110,35
Benny Snell,PIT,2022,24,RB,17,0,20,90,1,6,54,2.7,36,2,0,,2,2,17,0,1,-1,-0.5,18,9.0,-0.5,1,2.0,0,0,0,102.1,2,4,2.0,1,"4.0%",0,0,"0%",0,0.0,0,"0.0%",1,4,999.0,18.7,97,112,15
Salvon Ahmed,MIA,2022,24,RB,12,0,12,64,1,4,37,3.1,27,2,1,12,1,1,8,0,0,1,1.0,7,7.0,1.0,0,,0,0,0,100.0,2,16,8.0,1,"3.9%",0,0,"0%",0,0.0,0,"0.0%",1,16,999.0,14.2,102,114,12
Breece Hall,NYJ,2023,22,RB,17,16,223,994,5,40,500,2.0,494,2,19,12,95,76,591,4,28,-58,-0.8,649,8.0,-0.5,10,7.6,5,5,1,102.2,22,56,2.5,2,"62.9%",5,7,"71.4%",42,8.4,2,"63.6%",4,98,40.8,290.5,2,15,13
Alvin Kamara,NOR,2023,28,RB,13,12,180,694,5,42,411,2.0,283,2,7,26,86,75,466,1,23,-35,-0.5,501,6.0,0.1,9,8.3,2,2,0,93.1,38,122,3.2,5,"71.7%",8,8,"100.0%",47,5.9,1,"80.0%",6,169,61.5,233.0,11,21,10
Rachaad White,TAM,2023,24,RB,17,17,272,990,6,46,594,2.0,396,2,9,30,70,64,549,3,23,-62,-1.0,611,9.0,-0.5,8,8.0,2,3,0,113.6,37,88,2.4,6,"88.1%",7,8,"87.5%",38,5.4,0,"88.9%",6,126,65.5,267.9,4,25,21
Jaylen Warren,PIT,2023,25,RB,17,0,149,784,4,36,427,2.0,357,2,27,6,74,61,370,0,19,-116,-1.9,486,8.0,-1.6,7,8.7,5,7,0,87.5,18,71,3.9,3,"32.1%",5,5,"100.0%",16,3.2,0,"62.5%",3,87,162.8,196.4,22,45,23
Tyjae Spears,TEN,2023,22,RB,17,1,100,453,2,24,237,2.0,216,2,5,20,70,52,385,1,17,-75,-1.4,460,8.0,-0.2,8,6.5,1,1,1,85.7,10,34,3.4,1,"22.7%",3,6,"50.0%",12,4.0,0,"75.0%",1,46,207.7,153.8,34,58,24
Ezekiel Elliott,NWE,2023,28,RB,17,5,184,642,3,33,350,1.0,292,2,5,37,65,51,313,2,12,-61,-1.2,374,7.0,-0.6,8,6.4,2,3,0,97.0,22,47,2.1,3,"52.4%",3,5,"60.0%",32,10.7,2,"45.5%",5,79,134.8,174.5,30,39,9
James Cook,BUF,2023,24,RB,17,13,237,1122,2,53,640,2.0,482,2,8,30,54,44,445,4,16,47,1.1,398,9.0,2.5,7,6.3,6,11,0,125.7,29,86,3.0,1,"45.3%",4,6,"66.7%",32,8.0,3,"60.0%",4,118,71.3,232.7,12,26,14
Jerome Ford,CLE,2023,24,RB,17,12,204,813,4,33,446,2.0,367,2,26,8,63,44,319,5,16,15,0.3,304,6.0,0.5,4,11.0,9,14,0,107.8,16,24,1.5,3,"26.7%",5,6,"83.3%",32,6.4,3,"85.7%",6,56,222.0,211.2,16,62,46
Isiah Pacheco,KAN,2023,24,RB,14,13,205,935,7,53,550,2.0,385,2,15,14,49,44,244,2,12,-115,-2.6,359,8.0,-2.3,4,11.0,2,4,0,101.0,42,145,3.5,6,"80.8%",8,9,"88.9%",46,5.8,2,"50.0%",8,191,72.5,213.9,15,27,12
Chuba Hubbard,CAR,2023,24,RB,17,12,238,902,5,59,476,2.0,426,2,17,14,44,39,233,0,9,-36,-0.9,269,6.0,-0.8,5,7.8,1,2,1,79.3,36,86,2.4,5,"73.5%",0,1,"0.0%",0,0.0,0,"25.0%",5,86,206.0,182.5,27,57,30
D'Andre Swift,PHI,2023,24,RB,16,15,229,1049,5,50,642,2.0,407,2,21,11,49,39,214,1,8,-53,-1.4,267,6.0,0.6,2,19.5,1,2,1,83.2,38,123,3.2,5,"60.3%",5,5,"100.0%",21,4.2,1,"100.0%",6,144,74.3,199.3,20,29,9
Brian Robinson,WAS,2023,24,RB,15,15,178,733,5,47,387,2.0,346,2,16,11,43,36,368,4,15,-43,-1.2,411,11.0,-1.3,6,6.0,3,7,0,133.3,25,96,3.8,5,"59.5%",4,4,"100.0%",-2,-0.5,1,"44.4%",6,94,109.3,198.1,21,34,13
Kyren Williams,LAR,2023,23,RB,12,11,228,1144,12,62,685,3.0,459,2,23,10,48,32,206,3,9,-69,-2.2,275,8.0,0.2,1,32.0,4,8,1,87.7,55,218,4.0,11,"75.3%",5,13,"38.5%",22,4.4,3,"81.3%",14,240,193.0,255.0,7,53,46
Jaleel McLaughlin,DEN,2023,23,RB,17,3,76,410,1,16,240,3.0,170,2,4,19,36,31,160,2,5,-130,-4.2,290,9.0,-3.9,8,3.9,2,6,0,103.7,7,21,3.0,1,"11.9%",6,7,"85.7%",39,6.5,1,"50.0%",2,60,254.0,106.0,46,68,22
Devin Singletary,HOU,2023,26,RB,17,10,216,898,4,41,550,2.0,348,2,10,22,38,30,193,0,7,-24,-0.8,217,7.0,0.3,2,15.0,2,5,0,87.8,31,87,2.8,3,"51.7%",3,4,"75.0%",15,5.0,0,"44.4%",3,102,159.3,167.3,32,43,11
Justice Hill,BAL,2023,26,RB,16,5,84,387,3,19,267,3.0,120,1,9,9,39,28,206,1,8,-31,-1.1,237,8.0,0.6,4,7.0,2,5,0,92.5,24,69,2.9,3,"32.4%",2,2,"100.0%",22,11.0,1,"28.6%",4,91,999.0,109.3,44,80,36
De'Von Achane,MIA,2023,22,RB,11,4,103,800,8,30,484,4.0,316,3,13,8,37,27,197,3,10,-65,-2.4,262,9.0,0.7,3,9.0,0,0,0,112.1,23,98,4.3,5,"26.7%",5,6,"83.3%",33,6.6,3,"28.6%",8,131,136.8,190.7,24,41,17
Zack Moss,IND,2023,26,RB,14,8,183,794,5,43,449,2.0,345,2,4,46,37,27,192,2,10,3,0.1,189,7.0,-0.5,2,13.5,5,14,1,91.3,40,111,2.8,4,"49.4%",4,7,"57.1%",37,9.3,2,"58.3%",6,148,203.5,169.6,31,56,25
Raheem Mostert,MIA,2023,31,RB,15,15,209,1012,18,59,547,2.0,465,2,16,13,32,25,175,3,6,-38,-1.5,213,8.0,-0.6,6,4.2,1,3,1,107.7,47,163,3.5,16,"54.7%",6,6,"100.0%",36,6.0,3,"28.6%",19,199,135.0,267.7,5,40,35
Ty Chandler,MIN,2023,25,RB,17,4,102,461,3,20,279,2.0,182,2,3,34,25,21,159,0,7,-42,-2.0,201,9.0,-1.7,3,7.0,0,0,0,93.2,11,24,2.2,3,"26.8%",3,3,"100.0%",22,7.3,0,"18.8%",3,46,208.5,101.0,48,59,11
Emari Demercado,ARI,2023,24,RB,14,2,58,284,2,12,166,2.0,118,2,2,29,30,21,119,0,4,10,0.5,109,5.0,0.9,0,,3,10,0,76.9,3,19,6.3,1,"8.1%",0,1,"0.0%",0,0.0,0,"16.7%",1,19,999.0,73.3,57,81,24
Ameer Abdullah,LVR,2023,30,RB,17,0,15,89,0,6,49,3.0,40,3,1,15,24,19,131,0,4,43,2.3,88,4.0,2.3,2,9.5,0,0,2,54.7,0,0,0.0,0,"0.0%",1,2,"50.0%",1,1.0,0,"18.2%",0,1,999.0,41.0,73,82,9
Tyler Allgeier,ATL,2023,23,RB,17,3,186,683,4,39,320,1.0,363,2,15,12,23,18,193,1,6,-24,-1.3,217,12.0,-1.0,2,9.0,2,9,0,116.1,35,103,2.9,3,"53.8%",1,2,"50.0%",0,0.0,0,"14.3%",3,103,160.0,137.6,36,44,8
Rico Dowdle,DAL,2023,25,RB,16,0,89,361,2,17,188,2.0,173,2,5,18,22,17,144,2,6,-26,-1.5,170,10.0,-0.5,2,8.5,3,14,0,124.1,15,34,2.3,2,"19.0%",3,4,"75.0%",28,9.3,2,"26.7%",4,62,271.0,91.5,50,71,21
Latavius Murray,BUF,2023,33,RB,16,4,79,300,4,27,174,2.0,126,2,3,26,22,17,119,0,7,27,1.6,92,5.0,1.5,2,8.5,3,14,0,89.0,20,41,2.1,4,"31.3%",3,3,"100.0%",10,3.3,0,"30.0%",4,51,234.5,82.9,54,65,11
Salvon Ahmed,MIA,2023,25,RB,8,0,22,61,1,3,18,0.0,43,2,2,11,23,16,88,1,4,-21,-1.3,109,6.0,0.6,2,8.0,0,0,1,72.4,6,21,3.5,1,"7.0%",5,5,"100.0%",33,6.6,1,"23.8%",2,54,999.0,42.9,70,83,13
David Montgomery,DET,2023,26,RB,14,14,219,1015,13,59,511,2.0,504,2,17,13,24,16,117,0,7,-32,-2.0,149,9.0,-0.8,3,5.3,2,8,1,60.6,51,145,2.8,10,"54.3%",1,1,"100.0%",-7,-7.0,0,"12.5%",10,138,86.0,207.2,17,30,13
Kareem Hunt,CLE,2023,28,RB,15,2,135,411,9,38,236,1.0,175,1,2,68,21,15,84,0,5,-14,-0.9,98,6.0,-0.3,0,,1,5,0,78.3,35,85,2.4,9,"58.3%",1,1,"100.0%",3,3.0,0,"14.3%",9,88,212.5,118.5,41,61,20
Gus Edwards,BAL,2023,28,RB,17,9,198,810,13,49,448,2.0,362,2,12,16,13,12,180,0,5,35,2.9,145,12.0,2.5,0,,0,0,0,118.7,39,101,2.6,13,"52.7%",0,0,"0%",0,0.0,0,"0.0%",13,101,223.5,187.0,25,64,39
Darrell Henderson,LAR,2023,26,RB,4,4,46,112,2,5,45,1.0,67,2,1,46,14,10,103,0,3,-31,-3.1,134,13.0,-0.6,0,,2,14,0,92.3,5,9,1.8,2,"6.8%",2,3,"66.7%",8,4.0,0,"18.8%",2,17,999.0,43.5,69,85,16
Keaton Mitchell,BAL,2023,21,RB,8,2,47,396,2,19,238,5.0,158,3,7,7,11,9,93,0,5,-29,-3.2,122,13.0,-0.2,0,,1,9,0,101.9,4,2,0.5,0,"5.4%",0,1,"0.0%",0,0.0,0,"14.3%",0,2,999.0,69.9,59,86,27
Ty Johnson,BUF,2023,26,RB,10,0,30,132,0,8,68,2.0,64,2,1,30,7,7,62,1,2,2,0.3,60,8.0,0.3,1,7.0,0,0,0,143.2,5,10,2.0,0,"7.8%",1,1,"100.0%",-1,-1.0,0,"10.0%",0,9,999.0,32.4,78,88,10
Tony Jones,"2TM",2023,26,RB,7,1,26,95,2,7,56,2.0,39,2,1,26,10,7,37,0,1,-7,-1.0,44,6.0,-1.8,0,,1,10,0,75.8,5,10,2.0,2,"9.4%",0,1,"0.0%",0,0.0,0,"10.0%",2,10,999.0,32.2,79,89,10
Craig Reynolds,DET,2023,27,RB,17,0,41,179,1,11,104,2.0,75,2,1,41,5,5,47,0,2,-12,-2.4,59,11.0,-2.4,0,,0,0,0,105.8,7,23,3.3,1,"7.4%",0,0,"0%",0,0.0,0,"0.0%",1,23,999.0,29.6,82,96,14
Kevin Harris,NWE,2023,23,RB,4,0,16,65,1,2,11,0.0,54,3,1,16,3,3,58,0,2,-1,-0.3,59,19.0,-0.3,0,,0,0,0,118.7,1,18,18.0,1,"2.4%",0,0,"0%",0,0.0,0,"0.0%",1,18,999.0,21.3,85,98,13
Jordan Mason,SFO,2023,24,RB,17,0,40,206,3,13,110,2.0,96,2,3,13,4,3,31,0,1,8,2.7,23,7.0,3.0,1,3.0,0,0,0,96.9,5,17,3.4,2,"6.2%",0,0,"0%",0,0.0,0,"0.0%",2,17,418.0,44.7,68,79,11
Trey Sermon,IND,2023,24,RB,14,0,35,160,0,7,61,1.0,99,3,4,9,6,3,13,0,0,7,2.3,6,2.0,1.8,0,,3,50,0,56.2,2,4,2.0,0,"2.5%",0,0,"0%",0,0.0,0,"0.0%",0,4,999.0,20.3,86,99,13
Chris Rodriguez,WAS,2023,23,RB,13,0,51,247,2,14,123,2.0,124,2,5,10,2,2,12,0,1,-7,-3.5,19,9.0,-3.5,0,,0,0,0,91.7,7,18,2.6,2,"16.7%",0,0,"0%",0,0.0,0,"0.0%",2,18,999.0,37.9,75,101,26
Royce Freeman,LAR,2023,27,RB,14,0,77,319,2,17,180,2.0,139,2,8,10,2,1,13,0,1,-1,-1.0,14,14.0,0.0,0,,0,0,0,70.8,13,33,2.5,1,"17.8%",0,0,"0%",0,0.0,0,"0.0%",1,33,999.0,46.2,67,103,36
