"name","position","team","season","carries","rushing_yards","rushing_tds","rushing_fumbles","rushing_fumbles_lost","rushing_first_downs","rushing_2pt_conversions","receptions","targets","receiving_yards","receiving_tds","receiving_fumbles","receiving_fumbles_lost","receiving_air_yards","receiving_yards_after_catch","receiving_first_downs","receiving_2pt_conversions","target_share","air_yards_share","fantasy_points_ppr","total_yards","games","offense_snaps","teams_offense_snaps","ypa","ypc","ypr","touches","rush_td_percentage","rec_td_percentage","total_tds","td_percentage","offense_pct","rush_ypg","rec_ypg","ppr_ppg","yps","ypg","years_played","ppr_fp_ps"
Jonathan Stewart,RB,CAR,2013,48,180.0,0,1.0,0.0,7.0,0,7,7,44.0,0,0.0,0.0,2.0,42.0,3.0,0,0.03,0.0,29.4,224.0,6,108.0,399.0,0.0,3.75,6.29,55,0.0,0.0,0,0.0,0.27,30.0,7.33,4.9,"2.07",37.33,6,"0.27"
Jonathan Stewart,RB,CAR,2014,175,809.0,3,2.0,1.0,42.0,0,25,31,181.0,1,0.0,0.0,-57.0,214.0,7.0,0,0.08,-0.02,146.0,990.0,13,546.0,894.0,0.0,4.62,7.24,200,0.02,0.04,4,0.02,0.61,62.23,13.92,11.23,"1.81",76.15,7,"0.27"
Jonathan Stewart,RB,CAR,2015,242,989.0,6,3.0,2.0,42.0,0,16,21,99.0,1,0.0,0.0,-14.0,117.0,5.0,0,0.05,0.0,162.8,1088.0,13,607.0,915.0,0.0,4.09,6.19,258,0.02,0.06,7,0.03,0.66,76.08,7.62,12.52,"1.79",83.69,8,"0.27"
Jonathan Stewart,RB,CAR,2016,218,824.0,9,3.0,2.0,47.0,0,8,21,60.0,0,0.0,0.0,26.0,74.0,1.0,0,0.05,0.01,146.4,884.0,13,565.0,911.0,0.0,3.78,7.5,226,0.04,0.0,9,0.04,0.62,63.38,4.62,11.26,"1.56",68.0,9,"0.26"
Jonathan Stewart,RB,CAR,2017,198,680.0,6,3.0,3.0,41.0,0,8,15,52.0,1,0.0,0.0,-17.0,69.0,2.0,0,0.03,-0.01,117.2,732.0,15,403.0,1010.0,0.0,3.43,6.5,206,0.03,0.12,7,0.03,0.4,45.33,3.47,7.81,"1.82",48.8,10,"0.29"
Jonathan Stewart,RB,NYG,2018,6,17.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.7,17.0,3,17.0,211.0,0.0,2.83,0.0,6,0.0,0.0,0,0.0,0.08,5.67,0.0,0.57,"1.0",5.67,11,"0.1"
Jonathan Taylor,RB,IND,2020,232,1169.0,11,1.0,1.0,69.0,0,36,39,299.0,1,0.0,0.0,-49.0,367.0,12.0,0,0.08,-0.01,252.8,1468.0,15,511.0,1024.0,0.0,5.04,8.31,268,0.05,0.03,12,0.04,0.5,77.93,19.93,16.85,"2.87",97.87,1,"0.49"
Jonathan Taylor,RB,IND,2021,332,1811.0,18,3.0,2.0,107.0,0,40,51,360.0,2,1.0,0.0,-45.0,406.0,12.0,0,0.1,-0.01,373.1,2171.0,17,768.0,1124.0,0.0,5.45,9.0,372,0.05,0.05,20,0.05,0.68,106.53,21.18,21.95,"2.83",127.71,2,"0.49"
Jonathan Taylor,RB,IND,2022,192,861.0,4,3.0,3.0,39.0,0,28,40,143.0,0,0.0,0.0,-73.0,208.0,4.0,0,0.1,-0.03,146.4,1004.0,11,524.0,738.0,0.0,4.48,5.11,220,0.02,0.0,4,0.02,0.71,78.27,13.0,13.31,"1.92",91.27,3,"0.28"
Jonathan Taylor,RB,IND,2023,169,741.0,7,1.0,0.0,42.0,0,19,23,153.0,1,0.0,0.0,-21.0,174.0,5.0,0,0.08,-0.02,156.4,894.0,10,386.0,674.0,0.0,4.38,8.05,188,0.04,0.05,8,0.04,0.57,74.1,15.3,15.64,"2.32",89.4,4,"0.41"
Jonathan Ward,RB,ARI,2020,0,0.0,0,0.0,0.0,0.0,0,1,1,11.0,1,0.0,0.0,-4.0,15.0,1.0,0,0.04,-0.02,8.1,11.0,1,1.0,50.0,0.0,0.0,11.0,1,0.0,1.0,1,1.0,0.02,0.0,11.0,8.1,"11.0",11.0,1,"8.1"
Jonathan Ward,RB,ARI,2021,9,33.0,0,0.0,0.0,3.0,0,3,4,34.0,0,0.0,0.0,13.0,26.0,1.0,0,0.02,0.01,9.7,67.0,6,41.0,462.0,0.0,3.67,11.33,12,0.0,0.0,0,0.0,0.09,5.5,5.67,1.62,"1.63",11.17,2,"0.24"
Jonathan Ward,RB,TEN,2022,5,25.0,0,0.0,0.0,2.0,0,2,3,7.0,0,0.0,0.0,4.0,4.0,1.0,0,0.05,0.01,5.2,32.0,2,10.0,135.0,0.0,5.0,3.5,7,0.0,0.0,0,0.0,0.07,12.5,3.5,2.6,"3.2",16.0,3,"0.52"
Jonathan Ward,RB,TEN,2023,3,11.0,0,0.0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.1,11.0,1,3.0,60.0,0.0,3.67,0.0,3,0.0,0.0,0,0.0,0.05,11.0,0.0,1.1,"3.67",11.0,4,"0.37"
Jonathan Williams,RB,BUF,2016,27,94.0,1,2.0,2.0,6.0,0,1,2,0.0,0,0.0,0.0,1.0,2.0,0.0,0,0.01,0.0,12.4,94.0,8,84.0,577.0,0.0,3.48,0.0,29,0.04,0.0,1,0.03,0.15,11.75,0.0,1.55,"1.12",11.75,1,"0.15"
Jonathan Williams,RB,IND,2019,49,235.0,1,0.0,0.0,13.0,0,5,5,59.0,0,0.0,0.0,-5.0,64.0,3.0,0,0.05,-0.01,40.4,294.0,4,97.0,275.0,0.0,4.8,11.8,54,0.02,0.0,1,0.02,0.35,58.75,14.75,10.1,"3.03",73.5,4,"0.42"
Jonathan Williams,RB,WAS,2021,17,79.0,1,0.0,0.0,7.0,0,4,6,28.0,0,0.0,0.0,-14.0,36.0,2.0,0,0.04,-0.01,20.7,107.0,5,55.0,297.0,0.0,4.65,7.0,21,0.06,0.0,1,0.05,0.19,15.8,5.6,4.14,"1.95",21.4,6,"0.38"
Jonathan Williams,RB,WAS,2022,37,152.0,0,0.0,0.0,6.0,0,7,10,40.0,0,0.0,0.0,-1.0,38.0,2.0,0,0.05,0.0,26.2,192.0,7,98.0,516.0,0.0,4.11,5.71,44,0.0,0.0,0,0.0,0.19,21.71,5.71,3.74,"1.96",27.43,7,"0.27"
Jonathan Williams,RB,WAS,2023,1,-2.0,0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,-1.0,0.0,0.0,0,0.03,0.0,-0.2,-2.0,1,13.0,60.0,0.0,-2.0,0.0,1,0.0,0.0,0,0.0,0.22,-2.0,0.0,-0.2,-0.15,-2.0,8,-0.02
Jonnu Smith,TE,TEN,2017,0,0.0,0,0.0,0.0,0.0,0,18,30,157.0,2,0.0,0.0,200.0,96.0,5.0,0,0.07,0.06,45.7,157.0,13,468.0,871.0,0.0,0.0,8.72,18,0.0,0.11,2,0.11,0.54,0.0,12.08,3.52,"0.34",12.08,1,"0.1"
Jonnu Smith,TE,TEN,2018,0,0.0,0,0.0,0.0,0.0,0,20,30,258.0,3,1.0,0.0,155.0,180.0,10.0,0,0.1,0.07,63.8,258.0,11,535.0,696.0,0.0,0.0,12.9,20,0.0,0.15,3,0.15,0.77,0.0,23.45,5.8,"0.48",23.45,2,"0.12"
Jonnu Smith,TE,TEN,2019,4,78.0,0,0.0,0.0,2.0,0,35,44,439.0,3,0.0,0.0,231.0,273.0,16.0,0,0.11,0.05,104.7,517.0,15,672.0,939.0,0.0,19.5,12.54,39,0.0,0.09,3,0.08,0.72,5.2,29.27,6.98,"0.77",34.47,3,"0.16"
Jonnu Smith,TE,TEN,2020,2,4.0,1,0.0,0.0,1.0,0,41,65,448.0,8,0.0,0.0,360.0,238.0,25.0,0,0.16,0.11,140.2,452.0,14,691.0,936.0,0.0,2.0,10.93,43,0.5,0.2,9,0.21,0.74,0.29,32.0,10.01,"0.65",32.29,4,"0.2"
Jonnu Smith,TE,NE,2021,9,40.0,0,0.0,0.0,2.0,0,28,45,294.0,1,1.0,0.0,249.0,232.0,15.0,0,0.11,0.1,67.4,334.0,15,505.0,986.0,0.0,4.44,10.5,37,0.0,0.04,1,0.03,0.51,2.67,19.6,4.49,"0.66",22.27,5,"0.13"
Jonnu Smith,TE,NE,2022,1,5.0,0,1.0,0.0,1.0,0,27,38,245.0,0,0.0,0.0,116.0,200.0,9.0,0,0.1,0.04,52.0,250.0,12,390.0,759.0,0.0,5.0,9.07,28,0.0,0.0,0,0.0,0.51,0.42,20.42,4.33,"0.64",20.83,6,"0.13"
Jonnu Smith,TE,ATL,2023,1,0.0,0,0.0,0.0,0.0,0,50,70,582.0,3,1.0,1.0,458.0,357.0,26.0,0,0.15,0.12,124.2,582.0,15,604.0,1021.0,0.0,0.0,11.64,52,0.0,0.06,3,0.06,0.59,0.0,38.8,8.28,"0.96",38.8,7,"0.21"
Jordan Addison,WR,MIN,2023,1,2.0,0,0.0,0.0,0.0,0,70,108,911.0,10,0.0,0.0,1347.0,262.0,38.0,0,0.18,0.29,221.3,913.0,17,921.0,1132.0,0.0,2.0,13.01,71,0.0,0.14,10,0.14,0.81,0.12,53.59,13.02,"0.99",53.71,1,"0.24"
Jordan Akins,TE,HOU,2018,0,0.0,0,0.0,0.0,0.0,0,17,25,225.0,0,0.0,0.0,172.0,123.0,11.0,0,0.06,0.05,39.5,225.0,13,310.0,924.0,0.0,0.0,13.24,17,0.0,0.0,0,0.0,0.34,0.0,17.31,3.04,"0.73",17.31,1,"0.13"
Jordan Akins,TE,HOU,2019,0,0.0,0,0.0,0.0,0.0,0,36,55,418.0,2,0.0,0.0,393.0,246.0,21.0,0,0.1,0.08,89.8,418.0,16,655.0,1079.0,0.0,0.0,11.61,36,0.0,0.06,2,0.06,0.61,0.0,26.12,5.61,"0.64",26.12,2,"0.14"
Jordan Akins,TE,HOU,2020,1,4.0,0,0.0,0.0,1.0,0,37,49,403.0,1,0.0,0.0,369.0,172.0,20.0,0,0.12,0.1,83.7,407.0,13,405.0,791.0,0.0,4.0,10.89,38,0.0,0.03,1,0.03,0.51,0.31,31.0,6.44,"1.0",31.31,3,"0.21"
Jordan Akins,TE,HOU,2021,1,3.0,0,0.0,0.0,1.0,0,24,33,214.0,0,2.0,2.0,207.0,81.0,11.0,0,0.09,0.07,41.7,217.0,12,322.0,804.0,0.0,3.0,8.92,25,0.0,0.0,0,0.0,0.4,0.25,17.83,3.48,"0.67",18.08,4,"0.13"
Jordan Akins,TE,HOU,2022,0,0.0,0,0.0,0.0,0.0,0,37,54,495.0,5,1.0,1.0,332.0,270.0,23.0,1,0.11,0.09,116.5,495.0,15,406.0,937.0,0.0,0.0,13.38,37,0.0,0.14,5,0.14,0.43,0.0,33.0,7.77,"1.22",33.0,5,"0.29"
Jordan Akins,TE,CLE,2023,0,0.0,0,0.0,0.0,0.0,0,15,23,132.0,0,0.0,0.0,109.0,58.0,6.0,0,0.06,0.03,28.2,132.0,13,188.0,961.0,0.0,0.0,8.8,15,0.0,0.0,0,0.0,0.2,0.0,10.15,2.17,"0.7",10.15,6,"0.15"
Jordan Cameron,TE,MIA,2015,0,0.0,0,0.0,0.0,0.0,0,35,70,386.0,3,1.0,0.0,730.0,82.0,21.0,0,0.13,0.15,91.6,386.0,16,743.0,1041.0,0.0,0.0,11.03,35,0.0,0.09,3,0.09,0.71,0.0,24.12,5.72,"0.52",24.12,5,"0.12"
Jordan Cameron,TE,MIA,2015,0,0.0,0,0.0,0.0,0.0,0,35,70,386.0,3,1.0,0.0,730.0,82.0,21.0,0,0.13,0.15,91.6,386.0,16,743.0,1041.0,0.0,0.0,11.03,35,0.0,0.09,3,0.09,0.71,0.0,24.12,5.72,"0.52",24.12,2016,"0.12"
Jordan Cameron,TE,MIA,2016,0,0.0,0,0.0,0.0,0.0,0,8,11,60.0,1,0.0,0.0,87.0,28.0,3.0,0,0.1,0.08,20.0,60.0,3,98.0,185.0,0.0,0.0,7.5,8,0.0,0.12,1,0.12,0.53,0.0,20.0,6.67,"0.61",20.0,6,"0.2"
Jordan Cameron,TE,MIA,2016,0,0.0,0,0.0,0.0,0.0,0,8,11,60.0,1,0.0,0.0,87.0,28.0,3.0,0,0.1,0.08,20.0,60.0,3,98.0,185.0,0.0,0.0,7.5,8,0.0,0.12,1,0.12,0.53,0.0,20.0,6.67,"0.61",20.0,2017,"0.2"
Jordan Howard,RB,CHI,2016,252,1313.0,6,1.0,1.0,70.0,0,29,50,298.0,1,1.0,0.0,56.0,284.0,12.0,0,0.09,0.01,230.1,1611.0,15,654.0,963.0,0.0,5.21,10.28,281,0.02,0.03,7,0.02,0.68,87.53,19.87,15.34,"2.46",107.4,1,"0.35"
Jordan Howard,RB,CHI,2017,276,1122.0,9,1.0,1.0,61.0,0,23,32,125.0,0,0.0,0.0,-26.0,157.0,4.0,0,0.07,-0.01,199.7,1247.0,16,576.0,997.0,0.0,4.07,5.43,299,0.03,0.0,9,0.03,0.58,70.12,7.81,12.48,"2.16",77.94,2,"0.35"
Jordan Howard,RB,CHI,2018,250,935.0,9,2.0,1.0,53.0,0,20,27,145.0,0,0.0,0.0,21.0,127.0,7.0,0,0.05,0.0,180.0,1080.0,16,624.0,1083.0,0.0,3.74,7.25,270,0.04,0.0,9,0.03,0.58,58.44,9.06,11.25,"1.73",67.5,3,"0.29"
Jordan Howard,RB,PHI,2019,119,525.0,6,0.0,0.0,28.0,0,10,14,69.0,1,0.0,0.0,1.0,69.0,3.0,0,0.05,0.0,111.4,594.0,9,279.0,639.0,0.0,4.41,6.9,129,0.05,0.1,7,0.05,0.44,58.33,7.67,12.38,"2.13",66.0,4,"0.4"
Jordan Howard,RB,PHI,2020,7,27.0,0,0.0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.7,27.0,2,18.0,132.0,0.0,3.86,0.0,7,0.0,0.0,0,0.0,0.14,13.5,0.0,1.35,"1.5",13.5,5,"0.15"
Jordan Howard,RB,PHI,2021,86,406.0,3,0.0,0.0,24.0,0,2,5,19.0,0,0.0,0.0,9.0,14.0,2.0,0,0.03,0.01,62.5,425.0,7,153.0,459.0,0.0,4.72,9.5,88,0.03,0.0,3,0.03,0.33,58.0,2.71,8.93,"2.78",60.71,6,"0.41"
Jordan Howard,RB,NO,2022,1,1.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1,1.0,1,3.0,50.0,0.0,1.0,0.0,1,0.0,0.0,0,0.0,0.06,1.0,0.0,0.1,"0.33",1.0,7,"0.03"
Jordan Leggett,TE,NYJ,2018,0,0.0,0,0.0,0.0,0.0,0,14,25,114.0,1,0.0,0.0,161.0,49.0,6.0,0,0.06,0.04,31.4,114.0,13,289.0,809.0,0.0,0.0,8.14,14,0.0,0.07,1,0.07,0.36,0.0,8.77,2.42,"0.39",8.77,2,"0.11"
Jordan Mason,RB,SF,2022,43,258.0,1,0.0,0.0,10.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31.8,258.0,8,81.0,530.0,0.0,6.0,0.0,43,0.02,0.0,1,0.02,0.15,32.25,0.0,3.97,"3.19",32.25,1,"0.39"
Jordan Mason,RB,SF,2023,40,206.0,3,0.0,0.0,13.0,0,3,4,31.0,0,0.0,0.0,12.0,23.0,1.0,0,0.02,0.01,44.7,237.0,9,94.0,576.0,0.0,5.15,10.33,43,0.08,0.0,3,0.07,0.16,22.89,3.44,4.97,"2.52",26.33,2,"0.48"
Jordan Mims,RB,NO,2023,0,0.0,0,0.0,0.0,0.0,0,0,2,0.0,0,0.0,0.0,10.0,0.0,0.0,0,0.08,0.05,0.0,0.0,1,3.0,75.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.04,0.0,0.0,0.0,"0.0",0.0,1,"0.0"
Jordan Norwood,WR,DEN,2015,0,0.0,0,0.0,0.0,0.0,0,22,32,207.0,0,0.0,0.0,276.0,69.0,11.0,0,0.08,0.08,42.7,207.0,10,352.0,710.0,0.0,0.0,9.41,22,0.0,0.0,0,0.0,0.5,0.0,20.7,4.27,"0.59",20.7,7,"0.12"
Jordan Norwood,WR,DEN,2016,1,0.0,0,0.0,0.0,0.0,0,21,35,232.0,1,1.0,1.0,284.0,69.0,9.0,0,0.07,0.06,48.2,232.0,14,475.0,946.0,0.0,0.0,11.05,22,0.0,0.05,1,0.05,0.5,0.0,16.57,3.44,"0.49",16.57,8,"0.1"
Jordan Payton,WR,CLE,2016,0,0.0,0,0.0,0.0,0.0,0,1,3,3.0,0,0.0,0.0,37.0,0.0,0.0,0,0.04,0.05,1.3,3.0,2,20.0,140.0,0.0,0.0,3.0,1,0.0,0.0,0,0.0,0.14,0.0,1.5,0.65,"0.15",1.5,1,"0.06"
Jordan Reed,TE,WAS,2013,1,18.0,0,0.0,0.0,1.0,0,45,60,499.0,3,0.0,0.0,384.0,248.0,30.0,0,0.18,0.15,114.7,517.0,9,378.0,678.0,0.0,18.0,11.09,46,0.0,0.07,3,0.07,0.56,2.0,55.44,12.74,"1.37",57.44,1,"0.3"
Jordan Reed,TE,WAS,2014,0,0.0,0,0.0,0.0,0.0,0,50,65,465.0,0,1.0,1.0,272.0,284.0,23.0,0,0.17,0.11,94.5,465.0,11,364.0,732.0,0.0,0.0,9.3,50,0.0,0.0,0,0.0,0.5,0.0,42.27,8.59,"1.28",42.27,2,"0.26"
Jordan Reed,TE,WAS,2015,0,0.0,0,0.0,0.0,0.0,0,87,114,952.0,11,3.0,2.0,752.0,468.0,54.0,0,0.24,0.19,244.2,952.0,14,702.0,955.0,0.0,0.0,10.94,87,0.0,0.13,11,0.13,0.74,0.0,68.0,17.44,"1.36",68.0,3,"0.35"
Jordan Reed,TE,WAS,2016,0,0.0,0,0.0,0.0,0.0,0,66,89,686.0,6,1.0,1.0,644.0,264.0,41.0,0,0.19,0.17,168.6,686.0,12,566.0,792.0,0.0,0.0,10.39,66,0.0,0.09,6,0.09,0.71,0.0,57.17,14.05,"1.21",57.17,4,"0.3"
Jordan Reed,TE,WAS,2017,0,0.0,0,0.0,0.0,0.0,0,27,35,211.0,2,1.0,0.0,225.0,72.0,10.0,0,0.17,0.16,60.1,211.0,6,234.0,384.0,0.0,0.0,7.81,27,0.0,0.07,2,0.07,0.61,0.0,35.17,10.02,"0.9",35.17,5,"0.26"
Jordan Reed,TE,WAS,2018,0,0.0,0,0.0,0.0,0.0,0,54,84,558.0,2,1.0,1.0,575.0,231.0,26.0,0,0.21,0.17,119.8,558.0,13,512.0,851.0,0.0,0.0,10.33,54,0.0,0.04,2,0.04,0.6,0.0,42.92,9.22,"1.09",42.92,6,"0.23"
Jordan Reed,TE,SF,2020,0,0.0,0,0.0,0.0,0.0,0,26,46,231.0,4,0.0,0.0,370.0,84.0,16.0,0,0.14,0.18,73.1,231.0,10,247.0,686.0,0.0,0.0,8.88,26,0.0,0.15,4,0.15,0.36,0.0,23.1,7.31,"0.94",23.1,8,"0.3"
Jordan Scarlett,RB,CAR,2019,4,9.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9,9.0,1,4.0,67.0,0.0,2.25,0.0,4,0.0,0.0,0,0.0,0.06,9.0,0.0,0.9,"2.25",9.0,1,"0.22"
Jordan Taylor,WR,DEN,2016,0,0.0,0,0.0,0.0,0.0,0,16,25,209.0,2,1.0,1.0,260.0,82.0,10.0,0,0.06,0.07,46.9,209.0,11,216.0,767.0,0.0,0.0,13.06,16,0.0,0.12,2,0.12,0.28,0.0,19.0,4.26,"0.97",19.0,2,"0.22"
Jordan Taylor,WR,DEN,2017,0,0.0,0,0.0,0.0,0.0,0,13,20,142.0,0,0.0,0.0,206.0,45.0,5.0,0,0.09,0.12,27.2,142.0,6,227.0,457.0,0.0,0.0,10.92,13,0.0,0.0,0,0.0,0.5,0.0,23.67,4.53,"0.63",23.67,3,"0.12"
Jordan Thompson,TE,DET,2014,0,0.0,0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,7.0,0.0,0.0,0,0.02,0.03,0.0,0.0,1,12.0,71.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.17,0.0,0.0,0.0,"0.0",0.0,1,"0.0"
Jordan Todman,RB,JAX,2013,76,256.0,2,0.0,0.0,16.0,0,14,26,116.0,1,0.0,0.0,31.0,96.0,6.0,0,0.05,0.01,69.2,372.0,15,263.0,982.0,0.0,3.37,8.29,90,0.03,0.07,3,0.03,0.27,17.07,7.73,4.61,"1.41",24.8,3,"0.26"
Jordan Todman,RB,JAX,2014,32,186.0,1,0.0,0.0,5.0,0,25,37,198.0,1,0.0,0.0,74.0,198.0,6.0,0,0.07,0.02,75.4,384.0,15,301.0,995.0,0.0,5.81,7.92,57,0.03,0.04,2,0.04,0.3,12.4,13.2,5.03,"1.28",25.6,4,"0.25"
Jordan Todman,RB,PIT,2015,4,22.0,0,0.0,0.0,1.0,0,0,2,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0.01,0.0,2.2,22.0,3,12.0,196.0,0.0,5.5,0.0,4,0.0,0.0,0,0.0,0.06,7.33,0.0,0.73,"1.83",7.33,5,"0.18"
Jordan Todman,RB,IND,2016,9,59.0,0,0.0,0.0,3.0,0,0,1,0.0,0,0.0,0.0,-2.0,0.0,0.0,0,0.01,0.0,11.9,59.0,5,12.0,257.0,0.0,6.56,0.0,9,0.0,0.0,0,0.0,0.05,11.8,0.0,2.38,"4.92",11.8,6,"0.99"
Jordan Wilkins,RB,IND,2018,60,336.0,1,0.0,0.0,15.0,0,16,17,85.0,0,2.0,2.0,-25.0,105.0,2.0,0,0.03,-0.01,60.1,421.0,13,198.0,924.0,0.0,5.6,5.31,76,0.02,0.0,1,0.01,0.21,25.85,6.54,4.62,"2.13",32.38,1,"0.3"
Jordan Wilkins,RB,IND,2019,51,307.0,2,0.0,0.0,12.0,0,7,11,43.0,0,0.0,0.0,15.0,32.0,1.0,0,0.03,0.0,54.0,350.0,12,172.0,835.0,0.0,6.02,6.14,58,0.04,0.0,2,0.03,0.21,25.58,3.58,4.5,"2.03",29.17,2,"0.31"
Jordan Wilkins,RB,IND,2020,84,308.0,1,0.0,0.0,17.0,1,12,16,105.0,0,0.0,0.0,-13.0,143.0,3.0,0,0.04,0.0,61.3,413.0,12,181.0,825.0,0.0,3.67,8.75,96,0.01,0.0,1,0.01,0.22,25.67,8.75,5.11,"2.28",34.42,3,"0.34"
Jordan Wilkins,RB,IND,2022,13,58.0,0,0.0,0.0,2.0,0,6,8,29.0,0,0.0,0.0,-18.0,44.0,1.0,0,0.07,-0.03,14.7,87.0,4,40.0,235.0,0.0,4.46,4.83,19,0.0,0.0,0,0.0,0.17,14.5,7.25,3.67,"2.17",21.75,5,"0.37"
Jordy Nelson,WR,GB,2013,0,0.0,0,0.0,0.0,0.0,0,85,127,1314.0,8,0.0,0.0,1367.0,408.0,60.0,0,0.24,0.32,264.4,1314.0,16,1083.0,1128.0,0.0,0.0,15.46,85,0.0,0.09,8,0.09,0.96,0.0,82.12,16.52,"1.21",82.12,6,"0.24"
Jordy Nelson,WR,GB,2014,0,0.0,0,0.0,0.0,0.0,0,98,151,1519.0,13,0.0,0.0,1733.0,501.0,71.0,0,0.28,0.4,327.9,1519.0,16,959.0,1057.0,0.0,0.0,15.5,98,0.0,0.13,13,0.13,0.91,0.0,94.94,20.49,"1.58",94.94,7,"0.34"
Jordy Nelson,WR,GB,2016,0,0.0,0,0.0,0.0,0.0,0,97,152,1257.0,14,1.0,1.0,1862.0,361.0,62.0,0,0.26,0.33,304.7,1257.0,16,1013.0,1095.0,0.0,0.0,12.96,97,0.0,0.14,14,0.14,0.93,0.0,78.56,19.04,"1.24",78.56,9,"0.3"
Jordy Nelson,WR,GB,2017,0,0.0,0,0.0,0.0,0.0,0,53,88,482.0,6,0.0,0.0,964.0,128.0,38.0,0,0.19,0.28,137.2,482.0,14,798.0,906.0,0.0,0.0,9.09,53,0.0,0.11,6,0.11,0.88,0.0,34.43,9.8,"0.6",34.43,10,"0.17"
Joseph Fauria,TE,DET,2013,0,0.0,0,0.0,0.0,0.0,0,18,30,207.0,7,0.0,0.0,293.0,52.0,14.0,1,0.07,0.08,82.7,207.0,11,249.0,804.0,0.0,0.0,11.5,18,0.0,0.39,7,0.39,0.31,0.0,18.82,7.52,"0.83",18.82,1,"0.33"
Joseph Fauria,TE,DET,2014,0,0.0,0,0.0,0.0,0.0,0,6,12,74.0,1,0.0,0.0,73.0,34.0,4.0,1,0.06,0.04,21.4,74.0,6,113.0,438.0,0.0,0.0,12.33,6,0.0,0.17,1,0.17,0.26,0.0,12.33,3.57,"0.65",12.33,2,"0.19"
Joseph Randle,RB,DAL,2013,54,164.0,2,0.0,0.0,7.0,0,8,10,61.0,0,0.0,0.0,-2.0,61.0,2.0,0,0.06,0.0,42.5,225.0,5,116.0,295.0,0.0,3.04,7.62,62,0.04,0.0,2,0.03,0.39,32.8,12.2,8.5,"1.94",45.0,1,"0.37"
Joseph Randle,RB,DAL,2014,51,343.0,3,2.0,2.0,12.0,0,4,5,23.0,0,0.0,0.0,3.0,27.0,1.0,0,0.01,0.0,54.6,366.0,14,94.0,900.0,0.0,6.73,5.75,55,0.06,0.0,3,0.05,0.1,24.5,1.64,3.9,"3.89",26.14,2,"0.58"
Joseph Randle,RB,DAL,2015,76,315.0,4,1.0,0.0,15.0,0,10,10,86.0,0,0.0,0.0,8.0,78.0,6.0,0,0.05,0.01,74.1,401.0,6,143.0,416.0,0.0,4.14,8.6,86,0.05,0.0,4,0.05,0.34,52.5,14.33,12.35,"2.8",66.83,3,"0.52"
Josh Adams,RB,PHI,2018,120,511.0,3,1.0,1.0,23.0,1,7,13,58.0,0,0.0,0.0,-9.0,65.0,3.0,0,0.03,0.0,81.9,569.0,12,251.0,786.0,0.0,4.26,8.29,127,0.02,0.0,3,0.02,0.32,42.58,4.83,6.83,"2.27",47.42,1,"0.33"
Josh Adams,RB,NYJ,2019,8,12.0,0,0.0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.2,12.0,2,12.0,133.0,0.0,1.5,0.0,8,0.0,0.0,0,0.0,0.09,6.0,0.0,0.6,"1.0",6.0,2,"0.1"
Josh Adams,RB,NYJ,2020,29,157.0,2,0.0,0.0,10.0,0,6,8,29.0,0,0.0,0.0,1.0,24.0,2.0,0,0.05,0.0,36.6,186.0,6,74.0,349.0,0.0,5.41,4.83,35,0.07,0.0,2,0.06,0.21,26.17,4.83,6.1,"2.51",31.0,3,"0.49"
Josh Ali,WR,ATL,2022,0,0.0,0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,45.0,0.0,0.0,0,0.04,0.13,0.0,0.0,1,7.0,70.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,"0.0",0.0,1,"0.0"
Josh Bellamy,WR,CHI,2014,0,0.0,0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,51.0,0.0,0.0,0,0.03,0.17,0.0,0.0,1,3.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.05,0.0,0.0,0.0,"0.0",0.0,3,"0.0"
Josh Bellamy,WR,CHI,2015,0,0.0,0,0.0,0.0,0.0,0,19,34,224.0,2,0.0,0.0,351.0,68.0,8.0,0,0.11,0.15,53.4,224.0,10,390.0,685.0,0.0,0.0,11.79,19,0.0,0.11,2,0.11,0.57,0.0,22.4,5.34,"0.57",22.4,4,"0.14"
