"name","position","team","season","carries","rushing_yards","rushing_tds","rushing_fumbles","rushing_fumbles_lost","rushing_first_downs","rushing_2pt_conversions","receptions","targets","receiving_yards","receiving_tds","receiving_fumbles","receiving_fumbles_lost","receiving_air_yards","receiving_yards_after_catch","receiving_first_downs","receiving_2pt_conversions","target_share","air_yards_share","fantasy_points_ppr","total_yards","games","offense_snaps","teams_offense_snaps","ypa","ypc","ypr","touches","rush_td_percentage","rec_td_percentage","total_tds","td_percentage","offense_pct","rush_ypg","rec_ypg","ppr_ppg","yps","ypg","years_played","ppr_fp_ps"
Brandon Zylstra,WR,CAR,2019,0,0.0,0,0.0,0.0,0.0,0,8,12,106.0,0,0.0,0.0,160.0,10.0,5.0,0,0.06,0.11,18.6,106.0,4,59.0,277.0,0.0,0.0,13.25,8,0.0,0.0,0,0.0,0.21,0.0,26.5,4.65,"1.8",26.5,2,"0.32"
Brandon Zylstra,WR,CAR,2020,1,1.0,0,0.0,0.0,0.0,0,3,4,35.0,0,0.0,0.0,55.0,15.0,3.0,0,0.02,0.05,12.6,36.0,5,48.0,342.0,0.0,1.0,11.67,4,0.0,0.0,0,0.0,0.14,0.2,7.0,2.52,"0.75",7.2,3,"0.26"
Brandon Zylstra,WR,CAR,2021,0,0.0,0,0.0,0.0,0.0,0,18,25,250.0,1,0.0,0.0,262.0,118.0,10.0,0,0.08,0.1,49.0,250.0,9,288.0,618.0,0.0,0.0,13.89,19,0.0,0.06,1,0.05,0.47,0.0,27.78,5.44,"0.87",27.78,4,"0.17"
Braxton Berrios,WR,NYJ,2019,0,0.0,0,0.0,0.0,0.0,0,6,13,115.0,0,0.0,0.0,107.0,87.0,3.0,0,0.08,0.08,17.5,115.0,6,63.0,376.0,0.0,0.0,19.17,6,0.0,0.0,0,0.0,0.17,0.0,19.17,2.92,"1.83",19.17,2,"0.28"
Braxton Berrios,WR,NYJ,2020,3,29.0,0,0.0,0.0,1.0,0,37,55,394.0,3,0.0,0.0,416.0,216.0,19.0,0,0.15,0.16,97.3,423.0,13,286.0,823.0,0.0,9.67,10.65,40,0.0,0.08,3,0.08,0.35,2.23,30.31,7.48,"1.48",32.54,3,"0.34"
Braxton Berrios,WR,NYJ,2021,7,40.0,2,0.0,0.0,3.0,0,46,65,431.0,2,1.0,1.0,332.0,264.0,22.0,0,0.13,0.09,121.1,471.0,15,384.0,975.0,0.0,5.71,9.37,53,0.29,0.04,4,0.08,0.39,2.67,28.73,8.07,"1.23",31.4,4,"0.32"
Braxton Berrios,WR,NYJ,2022,9,91.0,2,0.0,0.0,5.0,0,18,32,145.0,0,0.0,0.0,218.0,92.0,8.0,0,0.06,0.04,57.68,238.0,15,295.0,1006.0,2.0,10.11,8.06,28,0.22,0.0,3,0.11,0.29,6.07,9.67,3.85,"0.81",15.87,5,"0.2"
Braxton Berrios,WR,MIA,2023,1,11.0,0,0.0,0.0,1.0,0,27,33,238.0,1,0.0,0.0,229.0,85.0,15.0,0,0.08,0.07,57.9,249.0,13,384.0,849.0,0.0,11.0,8.81,28,0.0,0.04,1,0.04,0.45,0.85,18.31,4.45,"0.65",19.15,6,"0.15"
Braxton Miller,WR,HOU,2016,3,0.0,0,0.0,0.0,0.0,0,15,28,99.0,1,0.0,0.0,202.0,52.0,6.0,0,0.09,0.07,30.9,99.0,9,374.0,626.0,0.0,0.0,6.6,18,0.0,0.07,1,0.06,0.6,0.0,11.0,3.43,"0.26",11.0,1,"0.08"
Braxton Miller,WR,HOU,2017,1,1.0,0,0.0,0.0,0.0,0,19,29,162.0,1,0.0,0.0,239.0,61.0,7.0,0,0.1,0.09,41.3,163.0,10,423.0,683.0,0.0,1.0,8.53,20,0.0,0.05,1,0.05,0.62,0.1,16.2,4.13,"0.39",16.3,2,"0.1"
Braylon Sanders,WR,MIA,2022,0,0.0,0,0.0,0.0,0.0,0,2,3,17.0,0,1.0,1.0,42.0,3.0,0.0,0,0.05,0.08,1.7,17.0,2,27.0,127.0,0.0,0.0,8.5,2,0.0,0.0,0,0.0,0.21,0.0,8.5,0.85,"0.63",8.5,1,"0.06"
Breece Hall,RB,NYJ,2022,80,463.0,4,0.0,0.0,20.0,0,19,31,218.0,1,1.0,1.0,152.0,166.0,8.0,0,0.12,0.06,115.1,681.0,7,233.0,481.0,0.0,5.79,11.47,99,0.05,0.05,5,0.05,0.48,66.14,31.14,16.44,"2.92",97.29,1,"0.49"
Breece Hall,RB,NYJ,2023,223,994.0,5,2.0,0.0,40.0,1,76,95,591.0,4,0.0,0.0,-48.0,649.0,28.0,0,0.16,-0.01,290.5,1585.0,17,667.0,1112.0,0.0,4.46,7.78,299,0.02,0.05,9,0.03,0.6,58.47,34.76,17.09,"2.38",93.24,2,"0.44"
Brent Celek,TE,PHI,2013,0,0.0,0,0.0,0.0,0.0,0,32,51,502.0,6,1.0,1.0,419.0,278.0,22.0,0,0.11,0.1,116.2,502.0,16,844.0,1108.0,0.0,0.0,15.69,32,0.0,0.19,6,0.19,0.76,0.0,31.38,7.26,"0.59",31.38,7,"0.14"
Brent Celek,TE,PHI,2014,0,0.0,0,0.0,0.0,0.0,0,32,51,340.0,1,1.0,1.0,387.0,132.0,16.0,0,0.09,0.08,70.0,340.0,16,816.0,1184.0,0.0,0.0,10.62,32,0.0,0.03,1,0.03,0.69,0.0,21.25,4.38,"0.42",21.25,8,"0.09"
Brent Celek,TE,PHI,2015,0,0.0,0,0.0,0.0,0.0,0,27,35,398.0,3,1.0,0.0,299.0,169.0,21.0,0,0.08,0.1,84.8,398.0,12,446.0,877.0,0.0,0.0,14.74,27,0.0,0.11,3,0.11,0.51,0.0,33.17,7.07,"0.89",33.17,9,"0.19"
Brent Celek,TE,PHI,2016,0,0.0,0,0.0,0.0,0.0,0,14,19,155.0,0,1.0,0.0,118.0,87.0,8.0,0,0.06,0.05,29.5,155.0,10,321.0,734.0,0.0,0.0,11.07,14,0.0,0.0,0,0.0,0.44,0.0,15.5,2.95,"0.48",15.5,10,"0.09"
Brent Celek,TE,PHI,2017,0,0.0,0,0.0,0.0,0.0,0,13,24,130.0,1,0.0,0.0,135.0,85.0,7.0,0,0.07,0.04,32.0,130.0,11,358.0,783.0,0.0,0.0,10.0,13,0.0,0.08,1,0.08,0.46,0.0,11.82,2.91,"0.36",11.82,11,"0.09"
Brenton Bersin,WR,CAR,2014,0,0.0,0,0.0,0.0,0.0,0,13,20,151.0,1,0.0,0.0,222.0,34.0,11.0,0,0.05,0.05,34.1,151.0,12,116.0,839.0,0.0,0.0,11.62,13,0.0,0.08,1,0.08,0.14,0.0,12.58,2.84,"1.3",12.58,3,"0.29"
Brenton Bersin,WR,CAR,2015,0,0.0,0,0.0,0.0,0.0,0,9,11,119.0,0,1.0,1.0,100.0,33.0,5.0,0,0.08,0.08,18.9,119.0,5,93.0,341.0,0.0,0.0,13.22,9,0.0,0.0,0,0.0,0.27,0.0,23.8,3.78,"1.28",23.8,4,"0.2"
Brenton Bersin,WR,CAR,2016,0,0.0,0,0.0,0.0,0.0,0,2,6,17.0,0,0.0,0.0,71.0,2.0,2.0,0,0.09,0.11,3.7,17.0,2,25.0,129.0,0.0,0.0,8.5,2,0.0,0.0,0,0.0,0.19,0.0,8.5,1.85,"0.68",8.5,5,"0.15"
Brenton Bersin,WR,CAR,2017,0,0.0,0,0.0,0.0,0.0,0,8,14,128.0,0,0.0,0.0,205.0,16.0,6.0,0,0.08,0.14,20.8,128.0,6,136.0,384.0,0.0,0.0,16.0,8,0.0,0.0,0,0.0,0.35,0.0,21.33,3.47,"0.94",21.33,6,"0.15"
Brenton Strange,TE,JAX,2023,0,0.0,0,0.0,0.0,0.0,0,5,9,35.0,1,0.0,0.0,68.0,28.0,2.0,0,0.06,0.06,14.5,35.0,5,123.0,346.0,0.0,0.0,7.0,5,0.0,0.2,1,0.2,0.36,0.0,7.0,2.9,"0.28",7.0,1,"0.12"
Breshad Perriman,WR,BAL,2016,1,2.0,0,0.0,0.0,0.0,0,33,66,499.0,3,0.0,0.0,944.0,166.0,19.0,0,0.1,0.2,101.1,501.0,15,462.0,1086.0,0.0,2.0,15.12,34,0.0,0.09,3,0.09,0.43,0.13,33.27,6.74,"1.08",33.4,2,"0.22"
Breshad Perriman,WR,BAL,2017,0,0.0,0,0.0,0.0,0.0,0,10,35,77.0,0,0.0,0.0,491.0,5.0,3.0,0,0.1,0.2,17.7,77.0,11,385.0,765.0,0.0,0.0,7.7,10,0.0,0.0,0,0.0,0.5,0.0,7.0,1.61,"0.2",7.0,3,"0.05"
Breshad Perriman,WR,CLE,2018,4,2.0,0,0.0,0.0,0.0,0,16,25,340.0,2,0.0,0.0,459.0,75.0,13.0,0,0.08,0.15,62.2,342.0,10,218.0,631.0,0.0,0.5,21.25,20,0.0,0.12,2,0.1,0.35,0.2,34.0,6.22,"1.57",34.2,4,"0.29"
Breshad Perriman,WR,TB,2019,2,16.0,0,0.0,0.0,1.0,0,36,69,645.0,6,0.0,0.0,1128.0,127.0,29.0,0,0.14,0.22,138.1,661.0,14,645.0,1007.0,0.0,8.0,17.92,38,0.0,0.17,6,0.16,0.64,1.14,46.07,9.86,"1.02",47.21,5,"0.21"
Breshad Perriman,WR,NYJ,2020,1,6.0,0,0.0,0.0,0.0,0,30,60,505.0,3,0.0,0.0,906.0,160.0,20.0,0,0.18,0.28,99.1,511.0,12,651.0,725.0,0.0,6.0,16.83,31,0.0,0.1,3,0.1,0.9,0.5,42.08,8.26,"0.78",42.58,6,"0.15"
Breshad Perriman,WR,TB,2021,1,-3.0,0,0.0,0.0,0.0,0,11,18,167.0,1,0.0,0.0,169.0,102.0,5.0,0,0.08,0.1,33.4,164.0,5,151.0,368.0,0.0,-3.0,15.18,12,0.0,0.09,1,0.08,0.41,-0.6,33.4,6.68,"1.09",32.8,7,"0.22"
Breshad Perriman,WR,TB,2022,2,-7.0,0,1.0,0.0,0.0,0,9,19,110.0,1,1.0,1.0,269.0,52.0,5.0,0,0.07,0.13,23.3,103.0,8,194.0,540.0,0.0,-3.5,12.22,11,0.0,0.11,1,0.09,0.36,-0.88,13.75,2.91,"0.53",12.88,8,"0.12"
Brevin Jordan,TE,HOU,2021,0,0.0,0,0.0,0.0,0.0,0,20,28,178.0,3,0.0,0.0,159.0,99.0,10.0,0,0.11,0.12,55.8,178.0,8,205.0,522.0,0.0,0.0,8.9,20,0.0,0.15,3,0.15,0.39,0.0,22.25,6.97,"0.87",22.25,1,"0.27"
Brevin Jordan,TE,HOU,2022,0,0.0,0,0.0,0.0,0.0,0,14,28,128.0,0,0.0,0.0,205.0,78.0,7.0,0,0.1,0.09,26.8,128.0,9,253.0,579.0,0.0,0.0,9.14,14,0.0,0.0,0,0.0,0.44,0.0,14.22,2.98,"0.51",14.22,2,"0.11"
Brevin Jordan,TE,HOU,2023,0,0.0,0,0.0,0.0,0.0,0,17,21,219.0,2,0.0,0.0,115.0,124.0,13.0,0,0.07,0.04,50.9,219.0,9,225.0,602.0,0.0,0.0,12.88,17,0.0,0.12,2,0.12,0.37,0.0,24.33,5.66,"0.97",24.33,3,"0.23"
Brian Hartline,WR,MIA,2013,0,0.0,0,0.0,0.0,0.0,0,76,133,1016.0,4,0.0,0.0,1485.0,269.0,53.0,0,0.23,0.27,201.6,1016.0,16,908.0,1034.0,0.0,0.0,13.37,76,0.0,0.05,4,0.05,0.88,0.0,63.5,12.6,"1.12",63.5,5,"0.22"
Brian Hartline,WR,MIA,2014,0,0.0,0,0.0,0.0,0.0,0,39,63,474.0,2,1.0,0.0,710.0,121.0,27.0,0,0.11,0.15,98.4,474.0,16,813.0,1107.0,0.0,0.0,12.15,39,0.0,0.05,2,0.05,0.73,0.0,29.62,6.15,"0.58",29.62,6,"0.12"
Brian Hill,RB,CIN,2017,11,37.0,0,0.0,0.0,2.0,0,2,2,36.0,0,0.0,0.0,4.0,32.0,1.0,0,0.02,0.01,9.3,73.0,3,19.0,192.0,0.0,3.36,18.0,13,0.0,0.0,0,0.0,0.1,12.33,12.0,3.1,"3.84",24.33,1,"0.49"
Brian Hill,RB,ATL,2018,20,157.0,0,1.0,1.0,5.0,0,1,2,9.0,0,0.0,0.0,7.0,5.0,0.0,0,0.01,0.0,15.6,166.0,4,60.0,268.0,0.0,7.85,9.0,21,0.0,0.0,0,0.0,0.22,39.25,2.25,3.9,"2.77",41.5,2,"0.26"
Brian Hill,RB,ATL,2019,78,323.0,2,0.0,0.0,19.0,0,10,14,69.0,1,0.0,0.0,21.0,54.0,4.0,0,0.04,0.01,67.2,392.0,10,235.0,754.0,0.0,4.14,6.9,88,0.03,0.1,3,0.03,0.31,32.3,6.9,6.72,"1.67",39.2,3,"0.29"
Brian Hill,RB,ATL,2020,100,465.0,1,1.0,1.0,18.0,0,25,30,199.0,0,1.0,0.0,38.0,162.0,7.0,0,0.05,0.01,95.4,664.0,16,327.0,1128.0,0.0,4.65,7.96,125,0.01,0.0,1,0.01,0.29,29.06,12.44,5.96,"2.03",41.5,4,"0.29"
Brian Leonard,RB,TB,2013,47,182.0,0,0.0,0.0,12.0,0,29,37,179.0,0,0.0,0.0,77.0,153.0,9.0,0,0.08,0.02,65.1,361.0,16,291.0,1045.0,0.0,3.87,6.17,76,0.0,0.0,0,0.0,0.28,11.38,11.19,4.07,"1.24",22.56,7,"0.22"
Brian Leonard,RB,NO,2014,0,0.0,0,0.0,0.0,0.0,0,1,1,15.0,0,0.0,0.0,5.0,10.0,1.0,0,0.02,0.02,2.5,15.0,1,1.0,100.0,0.0,0.0,15.0,1,0.0,0.0,0,0.0,0.01,0.0,15.0,2.5,"15.0",15.0,8,"2.5"
Brian Leonhardt,TE,SF,2015,0,0.0,0,0.0,0.0,0.0,0,1,1,4.0,0,0.0,0.0,2.0,2.0,0.0,0,0.04,0.01,1.4,4.0,1,14.0,56.0,0.0,0.0,4.0,1,0.0,0.0,0,0.0,0.25,0.0,4.0,1.4,"0.29",4.0,3,"0.1"
Brian Parker,TE,KC,2015,0,0.0,0,0.0,0.0,0.0,0,1,2,6.0,0,0.0,0.0,5.0,7.0,0.0,0,0.04,0.01,1.6,6.0,2,14.0,126.0,0.0,0.0,6.0,1,0.0,0.0,0,0.0,0.11,0.0,3.0,0.8,"0.43",3.0,1,"0.11"
Brian Parker,TE,DEN,2018,0,0.0,0,0.0,0.0,0.0,0,5,10,33.0,0,0.0,0.0,43.0,29.0,2.0,0,0.04,0.02,8.3,33.0,6,99.0,424.0,0.0,0.0,6.6,5,0.0,0.0,0,0.0,0.23,0.0,5.5,1.38,"0.33",5.5,4,"0.08"
Brian Quick,WR,LA,2016,0,0.0,0,0.0,0.0,0.0,0,41,77,564.0,3,0.0,0.0,895.0,177.0,22.0,0,0.15,0.24,115.4,564.0,16,691.0,1013.0,0.0,0.0,13.76,41,0.0,0.07,3,0.07,0.68,0.0,35.25,7.21,"0.82",35.25,5,"0.17"
Brian Quick,WR,WAS,2017,0,0.0,0,0.0,0.0,0.0,0,6,8,76.0,0,0.0,0.0,55.0,27.0,5.0,0,0.05,0.04,13.6,76.0,5,70.0,298.0,0.0,0.0,12.67,6,0.0,0.0,0,0.0,0.23,0.0,15.2,2.72,"1.09",15.2,6,"0.19"
Brian Quick,WR,WAS,2018,0,0.0,0,0.0,0.0,0.0,0,3,3,18.0,0,0.0,0.0,17.0,1.0,2.0,0,0.05,0.03,4.8,18.0,2,23.0,129.0,0.0,0.0,6.0,3,0.0,0.0,0,0.0,0.18,0.0,9.0,2.4,"0.78",9.0,7,"0.21"
Brian Robiskie,WR,ATL,2013,0,0.0,0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,5.0,0.0,0.0,0,0.04,0.04,0.0,0.0,1,2.0,50.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.04,0.0,0.0,0.0,"0.0",0.0,5,"0.0"
Brian Tyms,WR,NE,2014,0,0.0,0,0.0,0.0,0.0,0,5,11,82.0,1,0.0,0.0,284.0,3.0,3.0,0,0.09,0.23,19.2,82.0,4,76.0,282.0,0.0,0.0,16.4,5,0.0,0.2,1,0.2,0.27,0.0,20.5,4.8,"1.08",20.5,3,"0.25"
Brice Butler,WR,DAL,2015,0,0.0,0,0.0,0.0,0.0,0,12,26,258.0,0,0.0,0.0,307.0,96.0,10.0,0,0.15,0.21,37.8,258.0,5,201.0,320.0,0.0,0.0,21.5,12,0.0,0.0,0,0.0,0.63,0.0,51.6,7.56,"1.28",51.6,3,"0.19"
Brice Butler,WR,DAL,2016,0,0.0,0,0.0,0.0,0.0,0,16,32,219.0,3,0.0,0.0,454.0,19.0,11.0,0,0.08,0.14,55.9,219.0,14,399.0,947.0,0.0,0.0,13.69,16,0.0,0.19,3,0.19,0.42,0.0,15.64,3.99,"0.55",15.64,4,"0.14"
Brice Butler,WR,DAL,2017,0,0.0,0,0.0,0.0,0.0,0,15,23,319.0,3,0.0,0.0,425.0,37.0,10.0,0,0.07,0.16,64.9,319.0,12,238.0,793.0,0.0,0.0,21.27,15,0.0,0.2,3,0.2,0.3,0.0,26.58,5.41,"1.34",26.58,5,"0.27"
Brice Butler,WR,MIA,2018,0,0.0,0,0.0,0.0,0.0,0,6,9,60.0,1,0.0,0.0,92.0,1.0,4.0,0,0.1,0.11,18.0,60.0,4,99.0,210.0,0.0,0.0,10.0,6,0.0,0.17,1,0.17,0.47,0.0,15.0,4.5,"0.61",15.0,6,"0.18"
Britain Covey,WR,PHI,2023,0,0.0,0,0.0,0.0,0.0,0,4,6,42.0,0,0.0,0.0,52.0,26.0,2.0,0,0.09,0.08,8.2,42.0,2,36.0,165.0,0.0,0.0,10.5,4,0.0,0.0,0,0.0,0.22,0.0,21.0,4.1,"1.17",21.0,2,"0.23"
Brittan Golden,WR,ARI,2016,0,0.0,0,0.0,0.0,0.0,0,8,14,82.0,1,1.0,1.0,180.0,12.0,4.0,0,0.05,0.07,20.2,82.0,7,148.0,499.0,0.0,0.0,10.25,8,0.0,0.12,1,0.12,0.3,0.0,11.71,2.89,"0.55",11.71,5,"0.14"
Brittan Golden,WR,ARI,2017,0,0.0,0,0.0,0.0,0.0,0,5,9,70.0,0,0.0,0.0,63.0,49.0,3.0,0,0.06,0.05,12.0,70.0,4,61.0,257.0,0.0,0.0,14.0,5,0.0,0.0,0,0.0,0.24,0.0,17.5,3.0,"1.15",17.5,6,"0.2"
Brock Wright,TE,DET,2021,0,0.0,0,0.0,0.0,0.0,0,12,17,117.0,2,0.0,0.0,70.0,64.0,6.0,0,0.08,0.04,35.7,117.0,7,253.0,450.0,0.0,0.0,9.75,12,0.0,0.17,2,0.17,0.56,0.0,16.71,5.1,"0.46",16.71,1,"0.14"
Brock Wright,TE,DET,2022,0,0.0,0,0.0,0.0,0.0,0,18,24,216.0,4,0.0,0.0,72.0,165.0,13.0,0,0.06,0.03,63.6,216.0,13,486.0,862.0,0.0,0.0,12.0,18,0.0,0.22,4,0.22,0.56,0.0,16.62,4.89,"0.44",16.62,2,"0.13"
Brock Wright,TE,DET,2023,0,0.0,0,0.0,0.0,0.0,0,13,14,91.0,1,0.0,0.0,40.0,49.0,2.0,0,0.05,0.02,28.1,91.0,8,262.0,562.0,0.0,0.0,7.0,13,0.0,0.08,1,0.08,0.47,0.0,11.38,3.51,"0.35",11.38,3,"0.11"
Bronson Hill,RB,JAX,2016,2,11.0,0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.03,0.0,1.1,11.0,1,5.0,72.0,0.0,5.5,0.0,2,0.0,0.0,0,0.0,0.07,11.0,0.0,1.1,"2.2",11.0,2,"0.22"
Bronson Hill,RB,ARI,2017,1,-2.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.2,-2.0,1,1.0,100.0,0.0,-2.0,0.0,1,0.0,0.0,0,0.0,0.01,-2.0,0.0,-0.2,-2.0,-2.0,3,-0.2
Bruce Ellington,WR,SF,2014,6,28.0,1,0.0,0.0,2.0,0,6,12,62.0,2,0.0,0.0,101.0,33.0,5.0,0,0.06,0.04,33.0,90.0,7,78.0,518.0,0.0,4.67,10.33,12,0.17,0.33,3,0.25,0.15,4.0,8.86,4.71,"1.15",12.86,1,"0.42"
Bruce Ellington,WR,SF,2015,1,7.0,0,0.0,0.0,0.0,0,13,19,153.0,0,1.0,0.0,167.0,110.0,4.0,0,0.06,0.06,29.0,160.0,10,137.0,670.0,0.0,7.0,11.77,14,0.0,0.0,0,0.0,0.2,0.7,15.3,2.9,"1.17",16.0,2,"0.21"
Bruce Ellington,WR,HOU,2017,3,17.0,0,0.0,0.0,1.0,0,29,57,330.0,2,1.0,0.0,562.0,136.0,14.0,0,0.15,0.14,75.7,347.0,11,590.0,799.0,0.0,5.67,11.38,32,0.0,0.07,2,0.06,0.74,1.55,30.0,6.88,"0.59",31.55,4,"0.13"
Bruce Ellington,WR,DET,2018,1,2.0,0,0.0,0.0,0.0,0,23,30,132.0,0,0.0,0.0,89.0,84.0,9.0,0,0.23,0.12,36.4,134.0,4,152.0,263.0,0.0,2.0,5.74,25,0.0,0.0,0,0.0,0.58,0.5,33.0,9.1,"0.88",33.5,5,"0.24"
Bryan Edwards,WR,LV,2020,0,0.0,0,0.0,0.0,0.0,0,11,15,193.0,1,0.0,0.0,127.0,80.0,9.0,0,0.05,0.05,36.3,193.0,9,214.0,610.0,0.0,0.0,17.55,11,0.0,0.09,1,0.09,0.35,0.0,21.44,4.03,"0.9",21.44,1,"0.17"
Bryan Edwards,WR,LV,2021,1,0.0,0,0.0,0.0,0.0,0,34,59,571.0,3,1.0,0.0,827.0,190.0,26.0,0,0.1,0.17,109.1,571.0,16,811.0,1078.0,0.0,0.0,16.79,35,0.0,0.09,3,0.09,0.75,0.0,35.69,6.82,"0.7",35.69,2,"0.13"
Bryan Walters,WR,SEA,2014,1,-2.0,0,0.0,0.0,0.0,0,6,11,57.0,0,0.0,0.0,71.0,39.0,3.0,0,0.09,0.09,11.5,55.0,4,67.0,236.0,0.0,-2.0,9.5,7,0.0,0.0,0,0.0,0.28,-0.5,14.25,2.88,"0.82",13.75,5,"0.17"
Bryan Walters,WR,JAX,2015,0,0.0,0,0.0,0.0,0.0,0,32,45,368.0,1,0.0,0.0,359.0,122.0,20.0,0,0.1,0.09,74.8,368.0,11,313.0,749.0,0.0,0.0,11.5,33,0.0,0.03,1,0.03,0.42,0.0,33.45,6.8,"1.18",33.45,6,"0.24"
Bryan Walters,WR,JAX,2015,0,0.0,0,0.0,0.0,0.0,0,32,45,368.0,1,0.0,0.0,359.0,122.0,20.0,0,0.1,0.09,74.8,368.0,11,313.0,749.0,0.0,0.0,11.5,33,0.0,0.03,1,0.03,0.42,0.0,33.45,6.8,"1.18",33.45,2016,"0.24"
Bryan Walters,WR,JAX,2016,1,4.0,0,0.0,0.0,1.0,0,24,34,231.0,2,0.0,0.0,212.0,98.0,15.0,0,0.11,0.09,59.5,235.0,8,310.0,578.0,0.0,4.0,9.62,25,0.0,0.08,2,0.08,0.54,0.5,28.88,7.44,"0.76",29.38,7,"0.19"
Bryan Walters,WR,JAX,2016,1,4.0,0,0.0,0.0,1.0,0,24,34,231.0,2,0.0,0.0,212.0,98.0,15.0,0,0.11,0.09,59.5,235.0,8,310.0,578.0,0.0,4.0,9.62,25,0.0,0.08,2,0.08,0.54,0.5,28.88,7.44,"0.76",29.38,2017,"0.19"
Bryce Brown,RB,PHI,2013,75,314.0,2,0.0,0.0,16.0,1,8,13,84.0,0,0.0,0.0,26.0,94.0,2.0,0,0.03,0.0,61.8,398.0,15,191.0,1041.0,0.0,4.19,10.5,83,0.03,0.0,2,0.02,0.18,20.93,5.6,4.12,"2.08",26.53,2,"0.32"
Bryce Brown,RB,BUF,2014,36,126.0,0,1.0,0.0,6.0,0,16,25,176.0,0,0.0,0.0,42.0,177.0,8.0,0,0.1,0.03,46.2,302.0,7,118.0,467.0,0.0,3.5,11.0,52,0.0,0.0,0,0.0,0.25,18.0,25.14,6.6,"2.56",43.14,3,"0.39"
Bryce Brown,RB,SEA,2015,25,72.0,1,0.0,0.0,6.0,0,0,2,0.0,0,0.0,0.0,13.0,0.0,0.0,0,0.02,0.01,13.2,72.0,3,55.0,216.0,0.0,2.88,0.0,25,0.04,0.0,1,0.04,0.25,24.0,0.0,4.4,"1.31",24.0,4,"0.24"
Bryce Treggs,WR,PHI,2016,2,7.0,0,0.0,0.0,2.0,0,3,12,80.0,0,0.0,0.0,339.0,16.0,3.0,0,0.05,0.15,11.7,87.0,6,107.0,445.0,0.0,3.5,26.67,5,0.0,0.0,0,0.0,0.24,1.17,13.33,1.95,"0.81",14.5,1,"0.11"
Brycen Hopkins,TE,LA,2021,0,0.0,0,0.0,0.0,0.0,0,1,1,9.0,0,0.0,0.0,3.0,6.0,1.0,0,0.03,0.01,1.9,9.0,1,22.0,67.0,0.0,0.0,9.0,1,0.0,0.0,0,0.0,0.33,0.0,9.0,1.9,"0.41",9.0,2,"0.09"
Brycen Hopkins,TE,LA,2022,0,0.0,0,0.0,0.0,0.0,0,7,11,109.0,0,0.0,0.0,113.0,33.0,5.0,0,0.06,0.11,17.9,109.0,7,125.0,412.0,0.0,0.0,15.57,7,0.0,0.0,0,0.0,0.3,0.0,15.57,2.56,"0.87",15.57,3,"0.14"
Brycen Hopkins,TE,LA,2023,0,0.0,0,0.0,0.0,0.0,0,5,7,78.0,0,0.0,0.0,66.0,32.0,3.0,0,0.06,0.09,12.8,78.0,4,51.0,297.0,0.0,0.0,15.6,5,0.0,0.0,0,0.0,0.17,0.0,19.5,3.2,"1.53",19.5,4,"0.25"
Buddy Howell,RB,HOU,2019,5,10.0,0,0.0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,10.0,2,29.0,124.0,0.0,2.0,0.0,5,0.0,0.0,0,0.0,0.23,5.0,0.0,0.5,"0.34",5.0,2,"0.03"
Buddy Howell,RB,HOU,2020,16,64.0,0,0.0,0.0,2.0,0,1,2,3.0,0,0.0,0.0,19.0,7.0,0.0,0,0.04,0.05,7.7,67.0,2,33.0,138.0,0.0,4.0,3.0,17,0.0,0.0,0,0.0,0.24,32.0,1.5,3.85,"2.03",33.5,3,"0.23"
Buddy Howell,RB,LA,2021,5,11.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.1,11.0,1,6.0,67.0,0.0,2.2,0.0,5,0.0,0.0,0,0.0,0.09,11.0,0.0,1.1,"1.83",11.0,4,"0.18"
Byron Marshall,RB,WAS,2017,9,32.0,0,0.0,0.0,1.0,0,6,8,36.0,0,0.0,0.0,-15.0,51.0,0.0,0,0.08,-0.03,12.8,68.0,3,50.0,206.0,0.0,3.56,6.0,15,0.0,0.0,0,0.0,0.24,10.67,12.0,4.27,"1.36",22.67,2,"0.26"
Byron Marshall,RB,WAS,2018,3,9.0,0,0.0,0.0,0.0,0,4,6,30.0,0,0.0,0.0,10.0,28.0,1.0,0,0.05,0.01,7.9,39.0,4,45.0,267.0,0.0,3.0,7.5,7,0.0,0.0,0,0.0,0.17,2.25,7.5,1.98,"0.87",9.75,3,"0.18"
Byron Pringle,WR,KC,2019,0,0.0,0,0.0,0.0,0.0,0,12,16,170.0,1,0.0,0.0,178.0,63.0,7.0,0,0.07,0.08,35.0,170.0,6,97.0,428.0,0.0,0.0,14.17,12,0.0,0.08,1,0.08,0.23,0.0,28.33,5.83,"1.75",28.33,2,"0.36"
